run	workload	prover	log_rows	rows	phase	ms	table	table_rows	span
4	fib_pair	lambda	19	524288	main_commits	152.837			
4	fib_pair	lambda	19	524288	aux_build	0.001			
4	fib_pair	lambda	19	524288	aux_commit	0.005			
4	fib_pair	lambda	19	524288	rounds_2_4	420.690			
4	fib_pair	lambda	19	524288	r1_main_lde	84.164			
4	fib_pair	lambda	19	524288	r1_main_merkle	50.888			
4	fib_pair	lambda	19	524288	r1_aux_lde	0.000			
4	fib_pair	lambda	19	524288	r1_aux_merkle	0.000			
4	fib_pair	lambda	19	524288	table_total	417.486	fib_pair	524288	
4	fib_pair	lambda	19	524288	r2_constraints	181.219	fib_pair	524288	
4	fib_pair	lambda	19	524288	r2_comp_decompose	0.000	fib_pair	524288	
4	fib_pair	lambda	19	524288	r2_comp_commit	22.244	fib_pair	524288	
4	fib_pair	lambda	19	524288	r3_ood	45.841	fib_pair	524288	
4	fib_pair	lambda	19	524288	r4_deep_comp	42.392	fib_pair	524288	
4	fib_pair	lambda	19	524288	r4_deep_extend	11.119	fib_pair	524288	
4	fib_pair	lambda	19	524288	r4_fri_commit	111.424	fib_pair	524288	
4	fib_pair	lambda	19	524288	r4_queries	1.867	fib_pair	524288	
5	fib_pair	lambda	19	524288	prove_total	663.386			
5	fib_pair	lambda	19	524288	prepass	16.144			
5	fib_pair	lambda	19	524288	main_commits	154.022			
5	fib_pair	lambda	19	524288	aux_build	0.001			
5	fib_pair	lambda	19	524288	aux_commit	0.021			
5	fib_pair	lambda	19	524288	rounds_2_4	492.602			
5	fib_pair	lambda	19	524288	r1_main_lde	83.033			
5	fib_pair	lambda	19	524288	r1_main_merkle	52.925			
5	fib_pair	lambda	19	524288	r1_aux_lde	0.000			
5	fib_pair	lambda	19	524288	r1_aux_merkle	0.000			
5	fib_pair	lambda	19	524288	table_total	489.071	fib_pair	524288	
5	fib_pair	lambda	19	524288	r2_constraints	241.313	fib_pair	524288	
5	fib_pair	lambda	19	524288	r2_comp_decompose	0.000	fib_pair	524288	
5	fib_pair	lambda	19	524288	r2_comp_commit	24.160	fib_pair	524288	
5	fib_pair	lambda	19	524288	r3_ood	55.671	fib_pair	524288	
5	fib_pair	lambda	19	524288	r4_deep_comp	48.213	fib_pair	524288	
5	fib_pair	lambda	19	524288	r4_deep_extend	11.023	fib_pair	524288	
5	fib_pair	lambda	19	524288	r4_fri_commit	105.728	fib_pair	524288	
5	fib_pair	lambda	19	524288	r4_queries	1.775	fib_pair	524288	
6	fib_pair	lambda	19	524288	prove_total	723.456			
6	fib_pair	lambda	19	524288	prepass	16.135			
6	fib_pair	lambda	19	524288	main_commits	156.248			
6	fib_pair	lambda	19	524288	aux_build	0.002			
6	fib_pair	lambda	19	524288	aux_commit	0.005			
6	fib_pair	lambda	19	524288	rounds_2_4	550.454			
6	fib_pair	lambda	19	524288	r1_main_lde	86.602			
6	fib_pair	lambda	19	524288	r1_main_merkle	51.773			
6	fib_pair	lambda	19	524288	r1_aux_lde	0.000			
6	fib_pair	lambda	19	524288	r1_aux_merkle	0.000			
6	fib_pair	lambda	19	524288	table_total	546.419	fib_pair	524288	
6	fib_pair	lambda	19	524288	r2_constraints	271.251	fib_pair	524288	
6	fib_pair	lambda	19	524288	r2_comp_decompose	0.000	fib_pair	524288	
6	fib_pair	lambda	19	524288	r2_comp_commit	31.670	fib_pair	524288	
6	fib_pair	lambda	19	524288	r3_ood	54.722	fib_pair	524288	
6	fib_pair	lambda	19	524288	r4_deep_comp	54.569	fib_pair	524288	
6	fib_pair	lambda	19	524288	r4_deep_extend	11.111	fib_pair	524288	
6	fib_pair	lambda	19	524288	r4_fri_commit	119.937	fib_pair	524288	
6	fib_pair	lambda	19	524288	r4_queries	1.810	fib_pair	524288	
7	fib_pair	lambda	19	524288	prove_total	575.159			
7	fib_pair	lambda	19	524288	prepass	16.123			
7	fib_pair	lambda	19	524288	main_commits	172.499			
7	fib_pair	lambda	19	524288	aux_build	0.001			
7	fib_pair	lambda	19	524288	aux_commit	0.014			
7	fib_pair	lambda	19	524288	rounds_2_4	386.236			
7	fib_pair	lambda	19	524288	r1_main_lde	104.972			
7	fib_pair	lambda	19	524288	r1_main_merkle	48.751			
7	fib_pair	lambda	19	524288	r1_aux_lde	0.000			
7	fib_pair	lambda	19	524288	r1_aux_merkle	0.000			
7	fib_pair	lambda	19	524288	table_total	382.478	fib_pair	524288	
7	fib_pair	lambda	19	524288	r2_constraints	163.449	fib_pair	524288	
7	fib_pair	lambda	19	524288	r2_comp_decompose	0.000	fib_pair	524288	
7	fib_pair	lambda	19	524288	r2_comp_commit	21.676	fib_pair	524288	
7	fib_pair	lambda	19	524288	r3_ood	45.855	fib_pair	524288	
7	fib_pair	lambda	19	524288	r4_deep_comp	40.090	fib_pair	524288	
7	fib_pair	lambda	19	524288	r4_deep_extend	10.108	fib_pair	524288	
7	fib_pair	lambda	19	524288	r4_fri_commit	98.213	fib_pair	524288	
7	fib_pair	lambda	19	524288	r4_queries	1.836	fib_pair	524288	
8	fib_pair	lambda	19	524288	prove_total	719.061			
8	fib_pair	lambda	19	524288	prepass	16.239			
8	fib_pair	lambda	19	524288	main_commits	159.379			
8	fib_pair	lambda	19	524288	aux_build	0.001			
8	fib_pair	lambda	19	524288	aux_commit	0.004			
8	fib_pair	lambda	19	524288	rounds_2_4	542.824			
8	fib_pair	lambda	19	524288	r1_main_lde	87.396			
8	fib_pair	lambda	19	524288	r1_main_merkle	53.364			
8	fib_pair	lambda	19	524288	r1_aux_lde	0.000			
8	fib_pair	lambda	19	524288	r1_aux_merkle	0.000			
8	fib_pair	lambda	19	524288	table_total	538.092	fib_pair	524288	
8	fib_pair	lambda	19	524288	r2_constraints	253.069	fib_pair	524288	
8	fib_pair	lambda	19	524288	r2_comp_decompose	0.001	fib_pair	524288	
8	fib_pair	lambda	19	524288	r2_comp_commit	27.476	fib_pair	524288	
8	fib_pair	lambda	19	524288	r3_ood	69.723	fib_pair	524288	
8	fib_pair	lambda	19	524288	r4_deep_comp	52.651	fib_pair	524288	
8	fib_pair	lambda	19	524288	r4_deep_extend	9.269	fib_pair	524288	
8	fib_pair	lambda	19	524288	r4_fri_commit	122.501	fib_pair	524288	
8	fib_pair	lambda	19	524288	r4_queries	2.097	fib_pair	524288	
9	fib_pair	lambda	19	524288	prove_total	565.270			
9	fib_pair	lambda	19	524288	prepass	16.125			
9	fib_pair	lambda	19	524288	main_commits	150.404			
9	fib_pair	lambda	19	524288	aux_build	0.001			
9	fib_pair	lambda	19	524288	aux_commit	0.005			
9	fib_pair	lambda	19	524288	rounds_2_4	398.122			
9	fib_pair	lambda	19	524288	r1_main_lde	78.420			
9	fib_pair	lambda	19	524288	r1_main_merkle	55.704			
9	fib_pair	lambda	19	524288	r1_aux_lde	0.000			
9	fib_pair	lambda	19	524288	r1_aux_merkle	0.000			
9	fib_pair	lambda	19	524288	table_total	394.403	fib_pair	524288	
9	fib_pair	lambda	19	524288	r2_constraints	173.829	fib_pair	524288	
9	fib_pair	lambda	19	524288	r2_comp_decompose	0.000	fib_pair	524288	
9	fib_pair	lambda	19	524288	r2_comp_commit	18.634	fib_pair	524288	
9	fib_pair	lambda	19	524288	r3_ood	44.282	fib_pair	524288	
9	fib_pair	lambda	19	524288	r4_deep_comp	41.038	fib_pair	524288	
9	fib_pair	lambda	19	524288	r4_deep_extend	9.538	fib_pair	524288	
9	fib_pair	lambda	19	524288	r4_fri_commit	103.729	fib_pair	524288	
9	fib_pair	lambda	19	524288	r4_queries	2.060	fib_pair	524288	
10	fib_pair	lambda	19	524288	prove_total	545.641			
10	fib_pair	lambda	19	524288	prepass	16.169			
10	fib_pair	lambda	19	524288	main_commits	151.236			
10	fib_pair	lambda	19	524288	aux_build	0.001			
10	fib_pair	lambda	19	524288	aux_commit	0.015			
10	fib_pair	lambda	19	524288	rounds_2_4	377.599			
10	fib_pair	lambda	19	524288	r1_main_lde	82.066			
10	fib_pair	lambda	19	524288	r1_main_merkle	52.081			
10	fib_pair	lambda	19	524288	r1_aux_lde	0.000			
10	fib_pair	lambda	19	524288	r1_aux_merkle	0.000			
10	fib_pair	lambda	19	524288	table_total	374.042	fib_pair	524288	
10	fib_pair	lambda	19	524288	r2_constraints	169.231	fib_pair	524288	
10	fib_pair	lambda	19	524288	r2_comp_decompose	0.000	fib_pair	524288	
10	fib_pair	lambda	19	524288	r2_comp_commit	19.716	fib_pair	524288	
10	fib_pair	lambda	19	524288	r3_ood	40.466	fib_pair	524288	
10	fib_pair	lambda	19	524288	r4_deep_comp	38.444	fib_pair	524288	
10	fib_pair	lambda	19	524288	r4_deep_extend	9.371	fib_pair	524288	
10	fib_pair	lambda	19	524288	r4_fri_commit	93.601	fib_pair	524288	
10	fib_pair	lambda	19	524288	r4_queries	1.889	fib_pair	524288	
1	fib_pair	p3	19	524288	prove_total	343.455			
1	fib_pair	p3	19	524288	span	343.422			prove
1	fib_pair	p3	19	524288	span	343.420			prove_with_preprocessed
1	fib_pair	p3	19	524288	span	135.510			open
1	fib_pair	p3	19	524288	span	97.472			commit to trace data
1	fib_pair	p3	19	524288	span	73.180			FRI prover
1	fib_pair	p3	19	524288	span	69.667			commit phase
1	fib_pair	p3	19	524288	span	68.655			coset_lde_batch
1	fib_pair	p3	19	524288	span	56.889			quotient_values
1	fib_pair	p3	19	524288	span	47.192			commit to quotient poly chunks
1	fib_pair	p3	19	524288	span	28.808			build merkle tree
1	fib_pair	p3	19	524288	span	25.745			Compute Selectors
1	fib_pair	p3	19	524288	span	23.483			compute_inverse_denominators
1	fib_pair	p3	19	524288	span	23.146			reduce matrix quotient
1	fib_pair	p3	19	524288	span	22.941			coset_dft_oop
1	fib_pair	p3	19	524288	span	22.746			coset_lde_batch
1	fib_pair	p3	19	524288	span	19.884			build merkle tree
1	fib_pair	p3	19	524288	span	19.598			build merkle tree
1	fib_pair	p3	19	524288	span	18.268			coset_dft
1	fib_pair	p3	19	524288	span	14.376			first digest layer
1	fib_pair	p3	19	524288	span	11.780			coset_dft_oop
1	fib_pair	p3	19	524288	span	9.995			first digest layer
1	fib_pair	p3	19	524288	span	8.820			first_half_general_oop
1	fib_pair	p3	19	524288	span	8.796			build merkle tree
1	fib_pair	p3	19	524288	span	7.253			coset_dft
1	fib_pair	p3	19	524288	span	6.796			first digest layer
1	fib_pair	p3	19	524288	span	6.224			build merkle tree
1	fib_pair	p3	19	524288	span	5.805			compress mat
1	fib_pair	p3	19	524288	span	5.466			fold_matrix
1	fib_pair	p3	19	524288	span	4.973			first_half_general
1	fib_pair	p3	19	524288	span	4.884			second_half
1	fib_pair	p3	19	524288	span	4.870			reverse_matrix_index_bits
1	fib_pair	p3	19	524288	span	4.783			reverse_matrix_index_bits
1	fib_pair	p3	19	524288	span	4.701			first_half
1	fib_pair	p3	19	524288	span	4.616			fold_matrix
1	fib_pair	p3	19	524288	span	4.605			batch_multiplicative_inverse
1	fib_pair	p3	19	524288	span	4.543			build merkle tree
1	fib_pair	p3	19	524288	span	4.381			second_half_general
1	fib_pair	p3	19	524288	span	4.086			first_half_general_oop
1	fib_pair	p3	19	524288	span	4.023			second_half_general
1	fib_pair	p3	19	524288	span	3.482			query phase
1	fib_pair	p3	19	524288	span	3.420			fold_matrix
1	fib_pair	p3	19	524288	span	3.336			reverse_matrix_index_bits
1	fib_pair	p3	19	524288	span	3.322			reverse_matrix_index_bits
1	fib_pair	p3	19	524288	span	2.924			batch_multiplicative_inverse
1	fib_pair	p3	19	524288	span	2.684			first digest layer
1	fib_pair	p3	19	524288	span	2.676			evaluate matrix
1	fib_pair	p3	19	524288	span	2.673			compute opened values with Lagrange interpolation
1	fib_pair	p3	19	524288	span	2.668			columnwise_dot_product
1	fib_pair	p3	19	524288	span	2.657			reduce matrix quotient
1	fib_pair	p3	19	524288	span	2.309			evaluate matrix
1	fib_pair	p3	19	524288	span	2.301			compute opened values with Lagrange interpolation
1	fib_pair	p3	19	524288	span	2.296			columnwise_dot_product
1	fib_pair	p3	19	524288	span	2.273			build merkle tree
1	fib_pair	p3	19	524288	span	1.969			first digest layer
1	fib_pair	p3	19	524288	span	1.968			first digest layer
1	fib_pair	p3	19	524288	span	1.705			batch_multiplicative_inverse
1	fib_pair	p3	19	524288	span	1.548			build merkle tree
1	fib_pair	p3	19	524288	span	1.473			compress mat
1	fib_pair	p3	19	524288	span	1.470			fold_matrix
1	fib_pair	p3	19	524288	span	1.405			build merkle tree
1	fib_pair	p3	19	524288	span	1.305			reverse_matrix_index_bits
1	fib_pair	p3	19	524288	span	1.084			reserve_exact
1	fib_pair	p3	19	524288	span	1.063			fold_matrix
1	fib_pair	p3	19	524288	span	0.996			batch_multiplicative_inverse
1	fib_pair	p3	19	524288	span	0.995			reverse_matrix_index_bits
1	fib_pair	p3	19	524288	span	0.975			reverse_matrix_index_bits
1	fib_pair	p3	19	524288	span	0.969			reverse_matrix_index_bits
1	fib_pair	p3	19	524288	span	0.881			first_half_general
1	fib_pair	p3	19	524288	span	0.872			fold_matrix
1	fib_pair	p3	19	524288	span	0.852			build merkle tree
1	fib_pair	p3	19	524288	span	0.813			evaluate matrix
1	fib_pair	p3	19	524288	span	0.812			compute opened values with Lagrange interpolation
1	fib_pair	p3	19	524288	span	0.809			columnwise_dot_product
1	fib_pair	p3	19	524288	span	0.667			first_half
1	fib_pair	p3	19	524288	span	0.621			build merkle tree
1	fib_pair	p3	19	524288	span	0.614			fold_matrix
1	fib_pair	p3	19	524288	span	0.603			fold_matrix
1	fib_pair	p3	19	524288	span	0.488			second_half
1	fib_pair	p3	19	524288	span	0.482			second_half_general
1	fib_pair	p3	19	524288	span	0.468			first digest layer
1	fib_pair	p3	19	524288	span	0.465			build merkle tree
1	fib_pair	p3	19	524288	span	0.458			second_half_general
1	fib_pair	p3	19	524288	span	0.408			fold_matrix
1	fib_pair	p3	19	524288	span	0.385			first digest layer
1	fib_pair	p3	19	524288	span	0.367			fold_matrix
1	fib_pair	p3	19	524288	span	0.361			build merkle tree
1	fib_pair	p3	19	524288	span	0.354			first digest layer
1	fib_pair	p3	19	524288	span	0.352			fold_matrix
1	fib_pair	p3	19	524288	span	0.349			build merkle tree
1	fib_pair	p3	19	524288	span	0.339			fold_matrix
1	fib_pair	p3	19	524288	span	0.337			fold_matrix
1	fib_pair	p3	19	524288	span	0.328			fold_matrix
1	fib_pair	p3	19	524288	span	0.294			build merkle tree
1	fib_pair	p3	19	524288	span	0.288			build merkle tree
1	fib_pair	p3	19	524288	span	0.271			fold_matrix
1	fib_pair	p3	19	524288	span	0.267			reserve_exact
1	fib_pair	p3	19	524288	span	0.266			build merkle tree
1	fib_pair	p3	19	524288	span	0.233			fold_matrix
1	fib_pair	p3	19	524288	span	0.197			build merkle tree
1	fib_pair	p3	19	524288	span	0.184			first digest layer
1	fib_pair	p3	19	524288	span	0.148			first digest layer
1	fib_pair	p3	19	524288	span	0.108			build merkle tree
1	fib_pair	p3	19	524288	span	0.108			fold_matrix
1	fib_pair	p3	19	524288	span	0.100			first digest layer
2	fib_pair	p3	19	524288	prove_total	368.497			
2	fib_pair	p3	19	524288	span	368.465			prove
2	fib_pair	p3	19	524288	span	368.463			prove_with_preprocessed
2	fib_pair	p3	19	524288	span	132.903			open
2	fib_pair	p3	19	524288	span	117.702			commit to trace data
2	fib_pair	p3	19	524288	span	75.386			coset_lde_batch
2	fib_pair	p3	19	524288	span	70.337			FRI prover
2	fib_pair	p3	19	524288	span	66.834			commit phase
2	fib_pair	p3	19	524288	span	56.000			quotient_values
2	fib_pair	p3	19	524288	span	55.480			commit to quotient poly chunks
2	fib_pair	p3	19	524288	span	42.308			build merkle tree
2	fib_pair	p3	19	524288	span	25.578			build merkle tree
2	fib_pair	p3	19	524288	span	25.373			coset_dft_oop
2	fib_pair	p3	19	524288	span	24.986			coset_lde_batch
2	fib_pair	p3	19	524288	span	23.629			reduce matrix quotient
2	fib_pair	p3	19	524288	span	23.472			Compute Selectors
2	fib_pair	p3	19	524288	span	20.238			build merkle tree
2	fib_pair	p3	19	524288	span	19.733			compute_inverse_denominators
2	fib_pair	p3	19	524288	span	19.342			coset_dft
2	fib_pair	p3	19	524288	span	17.688			first digest layer
2	fib_pair	p3	19	524288	span	12.616			coset_dft_oop
2	fib_pair	p3	19	524288	span	10.333			first_half_general_oop
2	fib_pair	p3	19	524288	span	9.834			first digest layer
2	fib_pair	p3	19	524288	span	9.536			first digest layer
2	fib_pair	p3	19	524288	span	8.163			build merkle tree
2	fib_pair	p3	19	524288	span	8.101			coset_dft
2	fib_pair	p3	19	524288	span	6.783			fold_matrix
2	fib_pair	p3	19	524288	span	6.586			compress mat
2	fib_pair	p3	19	524288	span	6.406			build merkle tree
2	fib_pair	p3	19	524288	span	6.245			second_half
2	fib_pair	p3	19	524288	span	6.074			first_half
2	fib_pair	p3	19	524288	span	5.133			first_half_general_oop
2	fib_pair	p3	19	524288	span	5.041			first_half_general
2	fib_pair	p3	19	524288	span	4.933			batch_multiplicative_inverse
2	fib_pair	p3	19	524288	span	4.909			reverse_matrix_index_bits
2	fib_pair	p3	19	524288	span	4.793			reverse_matrix_index_bits
2	fib_pair	p3	19	524288	span	4.616			reverse_matrix_index_bits
2	fib_pair	p3	19	524288	span	4.581			reverse_matrix_index_bits
2	fib_pair	p3	19	524288	span	4.488			second_half_general
2	fib_pair	p3	19	524288	span	4.330			second_half_general
2	fib_pair	p3	19	524288	span	3.708			fold_matrix
2	fib_pair	p3	19	524288	span	3.473			query phase
2	fib_pair	p3	19	524288	span	3.279			build merkle tree
2	fib_pair	p3	19	524288	span	3.064			first digest layer
2	fib_pair	p3	19	524288	span	3.009			batch_multiplicative_inverse
2	fib_pair	p3	19	524288	span	3.003			evaluate matrix
2	fib_pair	p3	19	524288	span	3.000			compute opened values with Lagrange interpolation
2	fib_pair	p3	19	524288	span	2.995			columnwise_dot_product
2	fib_pair	p3	19	524288	span	2.537			reduce matrix quotient
2	fib_pair	p3	19	524288	span	2.395			first digest layer
2	fib_pair	p3	19	524288	span	2.283			build merkle tree
2	fib_pair	p3	19	524288	span	2.175			evaluate matrix
2	fib_pair	p3	19	524288	span	2.168			compute opened values with Lagrange interpolation
2	fib_pair	p3	19	524288	span	2.165			columnwise_dot_product
2	fib_pair	p3	19	524288	span	2.037			reverse_matrix_index_bits
2	fib_pair	p3	19	524288	span	1.980			reverse_matrix_index_bits
2	fib_pair	p3	19	524288	span	1.680			fold_matrix
2	fib_pair	p3	19	524288	span	1.460			build merkle tree
2	fib_pair	p3	19	524288	span	1.459			compress mat
2	fib_pair	p3	19	524288	span	1.395			build merkle tree
2	fib_pair	p3	19	524288	span	1.338			batch_multiplicative_inverse
2	fib_pair	p3	19	524288	span	1.309			fold_matrix
2	fib_pair	p3	19	524288	span	1.039			fold_matrix
2	fib_pair	p3	19	524288	span	1.037			reserve_exact
2	fib_pair	p3	19	524288	span	1.020			reverse_matrix_index_bits
2	fib_pair	p3	19	524288	span	1.013			build merkle tree
2	fib_pair	p3	19	524288	span	0.968			fold_matrix
2	fib_pair	p3	19	524288	span	0.930			evaluate matrix
2	fib_pair	p3	19	524288	span	0.929			compute opened values with Lagrange interpolation
2	fib_pair	p3	19	524288	span	0.927			columnwise_dot_product
2	fib_pair	p3	19	524288	span	0.875			reverse_matrix_index_bits
2	fib_pair	p3	19	524288	span	0.829			batch_multiplicative_inverse
2	fib_pair	p3	19	524288	span	0.732			first_half_general
2	fib_pair	p3	19	524288	span	0.682			build merkle tree
2	fib_pair	p3	19	524288	span	0.661			first digest layer
2	fib_pair	p3	19	524288	span	0.655			first_half
2	fib_pair	p3	19	524288	span	0.629			second_half_general
2	fib_pair	p3	19	524288	span	0.592			first digest layer
2	fib_pair	p3	19	524288	span	0.556			fold_matrix
2	fib_pair	p3	19	524288	span	0.543			build merkle tree
2	fib_pair	p3	19	524288	span	0.492			fold_matrix
2	fib_pair	p3	19	524288	span	0.480			fold_matrix
2	fib_pair	p3	19	524288	span	0.472			second_half_general
2	fib_pair	p3	19	524288	span	0.465			second_half
2	fib_pair	p3	19	524288	span	0.461			fold_matrix
2	fib_pair	p3	19	524288	span	0.412			first digest layer
2	fib_pair	p3	19	524288	span	0.392			first digest layer
2	fib_pair	p3	19	524288	span	0.391			fold_matrix
2	fib_pair	p3	19	524288	span	0.368			build merkle tree
2	fib_pair	p3	19	524288	span	0.354			fold_matrix
2	fib_pair	p3	19	524288	span	0.334			build merkle tree
2	fib_pair	p3	19	524288	span	0.325			first digest layer
2	fib_pair	p3	19	524288	span	0.294			fold_matrix
2	fib_pair	p3	19	524288	span	0.288			fold_matrix
2	fib_pair	p3	19	524288	span	0.281			fold_matrix
2	fib_pair	p3	19	524288	span	0.260			build merkle tree
2	fib_pair	p3	19	524288	span	0.246			build merkle tree
2	fib_pair	p3	19	524288	span	0.227			reserve_exact
2	fib_pair	p3	19	524288	span	0.199			build merkle tree
2	fib_pair	p3	19	524288	span	0.189			build merkle tree
2	fib_pair	p3	19	524288	span	0.173			first digest layer
2	fib_pair	p3	19	524288	span	0.158			fold_matrix
2	fib_pair	p3	19	524288	span	0.146			first digest layer
2	fib_pair	p3	19	524288	span	0.119			build merkle tree
2	fib_pair	p3	19	524288	span	0.119			first digest layer
2	fib_pair	p3	19	524288	span	0.105			first digest layer
3	fib_pair	p3	19	524288	prove_total	340.791			
3	fib_pair	p3	19	524288	span	340.754			prove
3	fib_pair	p3	19	524288	span	340.752			prove_with_preprocessed
3	fib_pair	p3	19	524288	span	134.002			open
3	fib_pair	p3	19	524288	span	100.766			commit to trace data
3	fib_pair	p3	19	524288	span	75.090			FRI prover
3	fib_pair	p3	19	524288	span	71.533			commit phase
3	fib_pair	p3	19	524288	span	69.812			coset_lde_batch
3	fib_pair	p3	19	524288	span	50.186			quotient_values
3	fib_pair	p3	19	524288	span	49.313			commit to quotient poly chunks
3	fib_pair	p3	19	524288	span	30.945			build merkle tree
3	fib_pair	p3	19	524288	span	24.410			coset_lde_batch
3	fib_pair	p3	19	524288	span	23.582			Compute Selectors
3	fib_pair	p3	19	524288	span	22.028			reduce matrix quotient
3	fib_pair	p3	19	524288	span	21.732			coset_dft_oop
3	fib_pair	p3	19	524288	span	20.561			build merkle tree
3	fib_pair	p3	19	524288	span	20.031			build merkle tree
3	fib_pair	p3	19	524288	span	19.608			compute_inverse_denominators
3	fib_pair	p3	19	524288	span	19.109			coset_dft
3	fib_pair	p3	19	524288	span	15.365			first digest layer
3	fib_pair	p3	19	524288	span	12.036			coset_dft_oop
3	fib_pair	p3	19	524288	span	9.741			first digest layer
3	fib_pair	p3	19	524288	span	8.555			build merkle tree
3	fib_pair	p3	19	524288	span	8.493			first_half_general_oop
3	fib_pair	p3	19	524288	span	8.259			coset_dft
3	fib_pair	p3	19	524288	span	6.478			first digest layer
3	fib_pair	p3	19	524288	span	6.427			first_half
3	fib_pair	p3	19	524288	span	5.974			build merkle tree
3	fib_pair	p3	19	524288	span	5.867			compress mat
3	fib_pair	p3	19	524288	span	5.727			second_half
3	fib_pair	p3	19	524288	span	5.429			first_half_general
3	fib_pair	p3	19	524288	span	5.212			fold_matrix
3	fib_pair	p3	19	524288	span	4.752			second_half_general
3	fib_pair	p3	19	524288	span	4.544			build merkle tree
3	fib_pair	p3	19	524288	span	4.399			reverse_matrix_index_bits
3	fib_pair	p3	19	524288	span	4.229			first_half_general_oop
3	fib_pair	p3	19	524288	span	4.151			second_half_general
3	fib_pair	p3	19	524288	span	4.084			reverse_matrix_index_bits
3	fib_pair	p3	19	524288	span	3.922			batch_multiplicative_inverse
3	fib_pair	p3	19	524288	span	3.745			fold_matrix
3	fib_pair	p3	19	524288	span	3.711			fold_matrix
3	fib_pair	p3	19	524288	span	3.548			reverse_matrix_index_bits
3	fib_pair	p3	19	524288	span	3.522			query phase
